Doc_id,Text,SpannedText,Chunk,Sentiment,Tense,Include
0,"['The Committee anticipates that a gradual recovery in economic activity will begin later this year, but the downside risks to that outlook are significant.\n\n']",['risks to that outlook'],"---risk---+++___outlook [NOUN, NN (0.9)]___",-0.9,['NaN'],"['risk', 'risks']"
0,"['[SECTION]\n\nIn light of the declines in the prices of energy and other commodities in recent months and the prospects for considerable economic slack, the Committee expects that inflation pressures will remain subdued in coming quarters.\xa0']",['declines in the prices of energy and other commodities in'],"---decline---+++___price [NOUN, NNS (0.3125)]___",-0.3125,['NaN'],"['decline', 'declines', 'decline', 'declines']"
0,"['Moreover, the Committee sees some risk that inflation could persist for a time below rates that best foster economic growth and price stability in the longer term.\n\n']",['sees some risk that inflation could persist for a time'],"---risk---+++___persist [VERB, VB (0.08333333333333333)]______time [NOUN, NN (0.25)]___+++see [VERB, VBZ (0.0625)]",-0.1875,['present'],"['persist', 'risk']"
0,"['Moreover, the Committee sees some risk that inflation could persist for a time below rates that best foster economic growth and price stability in the longer term.\n\n']",['best foster economic growth and price stability in the longer term'],"---growth---+++good [ADJ, JJS (0.16666666666666666)]+++foster [ADJ, JJ (0.175)]+++economic [ADJ, JJ (0.125)]+++___term [NOUN, NN (0)]___long [ADJ, JJR (0.0625)]",0.13229166666666667,['NaN'],"['best', 'stability', 'best', 'grow', 'growth']"
0,['[SECTION]\n\nThe Federal Reserve will employ all available tools to promote the resumption of sustainable economic growth and to preserve price stability.\xa0'],['sustainable economic growth'],"---growth---+++sustainable [ADJ, JJ (0.15)]+++economic [ADJ, JJ (0.125)]",0.1375,['NaN'],"['able', 'sustainable', 'grow', 'growth']"
0,['[SECTION]\n\nThe Federal Reserve will employ all available tools to promote the resumption of sustainable economic growth and to preserve price stability.\xa0'],['preserve price stability'],"---stability---+++preserve [VERB, VB (0.25)]",0.25,['NaN'],['stability']
0,"[""The Committee will continue to monitor carefully the size and composition of the Federal Reserve's balance sheet in light of evolving financial market developments and to assess whether expansions of or modifications to lending facilities would serve to further support credit markets and economic activity and help to preserve price stability.\n\n""]",['expansions of or modifications to lending facilities would serve to further support credit markets'],"---expansion---+++___modification [NOUN, NNS (0.049999999999999996)]___+++___support [VERB, VB (0.18333333333333335)]______market [NOUN, NNS (0.055)]___+++serve [VERB, VB (0.0625)]",0.11358333333333333,['present'],"['up', 'expansion']"
0,"[""The Committee will continue to monitor carefully the size and composition of the Federal Reserve's balance sheet in light of evolving financial market developments and to assess whether expansions of or modifications to lending facilities would serve to further support credit markets and economic activity and help to preserve price stability.\n\n""]",['preserve price stability'],"---stability---+++preserve [VERB, VB (0.25)]",0.25,['NaN'],['stability']
0,"['Financial markets remain under considerable stress, and tight credit conditions and the deepening housing contraction are likely to weigh on economic growth over the next few quarters.\n\n']",['considerable stress'],"---stress---+++considerable [ADJ, JJ (0.125)]",-0.125,['NaN'],"['stress', 'able']"
0,"['Financial markets remain under considerable stress, and tight credit conditions and the deepening housing contraction are likely to weigh on economic growth over the next few quarters.\n\n']",['deepening housing contraction'],"---contraction---+++deepen [VERB, VBG (-0.06666666666666667)]",0.06666666666666667,['present'],['contraction']
0,"['Financial markets remain under considerable stress, and tight credit conditions and the deepening housing contraction are likely to weigh on economic growth over the next few quarters.\n\n']",['economic growth'],"---growth---+++economic [ADJ, JJ (0.125)]",0.125,['NaN'],"['grow', 'growth']"
0,"['The Committee expects inflation to moderate in coming quarters, reflecting a projected leveling-out of energy and other commodity prices and an easing of pressures on resource utilization.']",['easing of pressures'],"---easing---+++___pressure [NOUN, NNS (-0.09999999999999999)]___",-0.09999999999999999,['NaN'],['easing']
0,"['Still, uncertainty about the inflation outlook remains high.']",['uncertainty about the inflation outlook remains high'],"---uncertainty---+++___outlook [NOUN, NN (0.9)]___+++___remain [VERB, VBZ (-0.87)]___high [ADJ, JJ (0.18333333333333335)]",-0.003083333333333327,['present'],"['taint', 'uncertain', 'uncertainty', 'certain', 'certainty', 'high']"
0,"['[SECTION]\n\nThe substantial easing of monetary policy to date, combined with ongoing measures to foster market liquidity, should help to promote moderate growth over time and to mitigate risks to economic activity.']","['substantial easing of monetary policy to date, combined with ongoing measures to foster market liquidity, should help to promote moderate growth over time']","---easing---+++substantial [ADJ, JJ (0.16666666666666666)]+++___policy [NOUN, NN (0.076)]___monetary [ADJ, JJ (0.238)]+++___date [NOUN, NN (0.0625)]___+++___combine [VERB, VBN (-0.0625)]______measure [NOUN, NNS (-0.1875)]___ongoing [ADJ, JJ (0)]+++___promote [VERB, VB (0.11666666666666665)]______growth [NOUN, NN (0.2333333333333333)]___moderate [ADJ, JJ (-0.1875)]_____time [NOUN, NN (0.25)]___+++help [VERB, VB (0.08333333333333333)]",-0.03619782638888888,['past'],"['easing', 'grow', 'growth']"
0,"['[SECTION]\n\nThe substantial easing of monetary policy to date, combined with ongoing measures to foster market liquidity, should help to promote moderate growth over time and to mitigate risks to economic activity.']",['promote moderate growth over time'],"---growth---+++moderate [ADJ, JJ (-0.1875)]+++___promote [VERB, VB (0.11666666666666665)]______time [NOUN, NN (0.25)]___",0.07499999999999998,['NaN'],"['grow', 'growth']"
0,"['[SECTION]\n\nThe substantial easing of monetary policy to date, combined with ongoing measures to foster market liquidity, should help to promote moderate growth over time and to mitigate risks to economic activity.']",['mitigate risks to economic activity'],"---risk---+++___activity [NOUN, NN (0.09999999999999999)]___economic [ADJ, JJ (0.125)]+++mitigate [VERB, VB (0.016666666666666666)]",-0.11458333333333333,['NaN'],"['risk', 'risks']"
0,['The Committee will continue to monitor economic and financial developments and will act as needed to promote sustainable economic growth and price stability.\n\n'],['promote sustainable economic growth'],"---growth---+++sustainable [ADJ, JJ (0.15)]+++economic [ADJ, JJ (0.125)]+++promote [VERB, VB (0.11666666666666665)]",0.13055555555555556,['NaN'],"['able', 'sustainable', 'grow', 'growth']"
0,"['[SECTION]\n\nIn a related action, the Board of Governors unanimously approved a 25-basis-point decrease in the discount rate to 2-1/4 percent.']","['In a related action, the Board of Governors unanimously approved a 25-basis-point decrease in the discount rate to']","---decrease---+++___rate [NOUN, NN (0.243)]___+++___approve [VERB, VBD (0.15)]______action [NOUN, NN (0.09999999999999999)]___related [ADJ, JJ (0)]",-0.239,['past'],"['late', 'decrease']"
0,"['However, labor markets have softened further and financial markets remain under considerable stress.\xa0 ']",['considerable stress'],"---stress---+++considerable [ADJ, JJ (0.125)]",-0.125,['NaN'],"['stress', 'able']"
0,"['Tight credit conditions, the ongoing housing contraction, and the rise in energy prices are likely to weigh on economic growth over the next few quarters.\n\n']",['ongoing housing contraction'],"---contraction---+++ongoing [ADJ, JJ (0)]",0.0,['NaN'],['contraction']
0,"['Tight credit conditions, the ongoing housing contraction, and the rise in energy prices are likely to weigh on economic growth over the next few quarters.\n\n']",['rise in energy prices'],"---rise---+++___price [NOUN, NNS (0.3125)]___",0.3125,['NaN'],['rise']
0,"['Tight credit conditions, the ongoing housing contraction, and the rise in energy prices are likely to weigh on economic growth over the next few quarters.\n\n']",['economic growth'],"---growth---+++economic [ADJ, JJ (0.125)]",0.125,['NaN'],"['grow', 'growth']"
0,"['However, in light of the continued increases in the prices of energy and some other commodities and the elevated state of some indicators of inflation expectations, uncertainty about the inflation outlook remains high.\n\n']",['continued increases in the prices'],"---increase---+++continue [VERB, VBN (0.113)]+++___price [NOUN, NNS (0.3125)]___",0.21275,['past'],"['increase', 'increases']"
0,"['However, in light of the continued increases in the prices of energy and some other commodities and the elevated state of some indicators of inflation expectations, uncertainty about the inflation outlook remains high.\n\n']","['in light of the continued increases in the prices of energy and some other commodities and the elevated state of some indicators of inflation expectations, uncertainty about the inflation outlook remains high']","---uncertainty---+++___outlook [NOUN, NN (0.9)]___+++___remain [VERB, VBZ (-0.87)]______light [NOUN, NN (0.125)]___high [ADJ, JJ (0.18333333333333335)]",0.003552083333333289,['present'],"['taint', 'uncertain', 'uncertainty', 'certain', 'certainty', 'increase', 'increases', 'high']"
0,"['[SECTION]\n\nThe substantial easing of monetary policy to date, combined with ongoing measures to foster market liquidity, should help to promote moderate growth over time.\xa0 ']","['substantial easing of monetary policy to date, combined with ongoing measures to foster market liquidity, should help to promote moderate growth over time']","---easing---+++substantial [ADJ, JJ (0.16666666666666666)]+++___policy [NOUN, NN (0.076)]___monetary [ADJ, JJ (0.238)]+++___date [NOUN, NN (0.0625)]___+++___combine [VERB, VBN (-0.0625)]______measure [NOUN, NNS (-0.1875)]___ongoing [ADJ, JJ (0)]+++___promote [VERB, VB (0.11666666666666665)]______growth [NOUN, NN (0.2333333333333333)]___moderate [ADJ, JJ (-0.1875)]_____time [NOUN, NN (0.25)]___+++help [VERB, VB (0.08333333333333333)]",-0.03619782638888888,['past'],"['easing', 'grow', 'growth']"
0,"['[SECTION]\n\nThe substantial easing of monetary policy to date, combined with ongoing measures to foster market liquidity, should help to promote moderate growth over time.\xa0 ']",['promote moderate growth over time'],"---growth---+++moderate [ADJ, JJ (-0.1875)]+++___promote [VERB, VB (0.11666666666666665)]______time [NOUN, NN (0.25)]___",0.07499999999999998,['NaN'],"['grow', 'growth']"
0,"['Although downside risks to growth remain, they appear to have diminished somewhat, and the upside risks to inflation and inflation expectations have increased.\xa0 ']",['downside risks to growth remain'],"---risk---+++downside [ADJ, JJ (-0.225)]+++___growth [NOUN, NN (0.2333333333333333)]___+++remain [VERB, VB (-0.87)]",0.2872222222222222,['NaN'],"['risk', 'risks', 'down', 'grow', 'growth']"
0,"['Although downside risks to growth remain, they appear to have diminished somewhat, and the upside risks to inflation and inflation expectations have increased.\xa0 ']",['upside risks to inflation and inflation expectations have increased'],"---risk---+++upside [ADJ, JJ (0.15)]+++___inflation [NOUN, NN (-0.19999999999999998)]___+++increase [VERB, VBN (0.325)]",-0.09166666666666667,['present'],"['risk', 'risks', 'up', 'increase', 'increased']"
0,['The Committee will continue to monitor economic and financial developments and will act as needed to promote sustainable economic growth and price stability.\n\n'],['promote sustainable economic growth'],"---growth---+++sustainable [ADJ, JJ (0.15)]+++economic [ADJ, JJ (0.125)]+++promote [VERB, VB (0.11666666666666665)]",0.13055555555555556,['NaN'],"['able', 'sustainable', 'grow', 'growth']"
0,"['[SECTION]\n\nVoting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; Timothy F. Geithner, Vice Chairman; Donald L. Kohn; Randall S. Kroszner; Frederic S. Mishkin; Sandra Pianalto; Charles I. Plosser; Gary H. Stern; and Kevin M. Warsh.\xa0 Voting against was Richard W. Fisher, who preferred an increase in the target for the federal funds rate at this meeting.\n\n']",['preferred an increase in the target for the federal funds rate'],"---increase---+++___target [NOUN, NN (-0.03)]___+++___rate [NOUN, NN (0.243)]___+++prefer [VERB, VBD (0.4375)]",0.21683333333333332,['past'],"['erred', 'increase']"
0,"['[SECTION]\n\nEconomic activity expanded in the second quarter, partly reflecting growth in consumer spending and exports.']",['reflecting growth in consumer spending'],"---growth---+++___spending [NOUN, NN (0.075)]___+++reflect [VERB, VBG (0.1875)]",0.13125,['present'],"['grow', 'growth']"
0,"['However, labor markets have softened further and financial markets remain under considerable stress.']",['considerable stress'],"---stress---+++considerable [ADJ, JJ (0.125)]",-0.125,['NaN'],"['stress', 'able']"
0,"['Tight credit conditions, the ongoing housing contraction, and elevated energy prices are likely to weigh on economic growth over the next few quarters.']",['ongoing housing contraction'],"---contraction---+++ongoing [ADJ, JJ (0)]",0.0,['NaN'],['contraction']
0,"['Tight credit conditions, the ongoing housing contraction, and elevated energy prices are likely to weigh on economic growth over the next few quarters.']",['economic growth'],"---growth---+++economic [ADJ, JJ (0.125)]",0.125,['NaN'],"['grow', 'growth']"
0,"['Over time, the substantial easing of monetary policy, combined with ongoing measures to foster market liquidity, should help to promote moderate economic growth.\n\n']","['Over time, the substantial easing of monetary policy, combined with ongoing measures to foster market liquidity, should help to promote moderate economic growth']","---easing---+++substantial [ADJ, JJ (0.16666666666666666)]+++___policy [NOUN, NN (0.076)]___monetary [ADJ, JJ (0.238)]+++___combine [VERB, VBN (-0.0625)]______measure [NOUN, NNS (-0.1875)]___ongoing [ADJ, JJ (0)]+++___promote [VERB, VB (0.11666666666666665)]______growth [NOUN, NN (0.2333333333333333)]___moderate [ADJ, JJ (-0.1875)]_____growth [NOUN, NN (0.2333333333333333)]___economic [ADJ, JJ (0.125)]+++___help [VERB, VB (0.08333333333333333)]______time [NOUN, NN (0.25)]___",0.0036520180555555727,['past'],"['easing', 'grow', 'growth']"
0,"['Over time, the substantial easing of monetary policy, combined with ongoing measures to foster market liquidity, should help to promote moderate economic growth.\n\n']",['promote moderate economic growth'],"---growth---+++moderate [ADJ, JJ (-0.1875)]+++economic [ADJ, JJ (0.125)]+++promote [VERB, VB (0.11666666666666665)]",0.01805555555555555,['NaN'],"['grow', 'growth']"
0,"['[SECTION]\n\nInflation has been high, spurred by the earlier increases in the prices of energy and some other commodities, and some indicators of inflation expectations have been elevated.']",['earlier increases in the prices'],"---increase---+++early [ADJ, JJR (0.06666666666666667)]+++___price [NOUN, NNS (0.3125)]___",0.18958333333333333,['NaN'],"['lie', 'increase', 'increases']"
0,"['[SECTION]\n\nAlthough downside risks to growth remain, the upside risks to inflation are also of significant concern to the Committee.']",['downside risks to growth remain'],"---risk---+++downside [ADJ, JJ (-0.225)]+++___growth [NOUN, NN (0.2333333333333333)]___+++remain [VERB, VB (-0.87)]",0.2872222222222222,['NaN'],"['risk', 'risks', 'down', 'grow', 'growth']"
0,"['[SECTION]\n\nAlthough downside risks to growth remain, the upside risks to inflation are also of significant concern to the Committee.']",['upside risks to inflation'],"---risk---+++upside [ADJ, JJ (0.15)]+++___inflation [NOUN, NN (-0.19999999999999998)]___",0.024999999999999994,['NaN'],"['risk', 'risks', 'up']"
0,"['[SECTION]\n\nAlthough downside risks to growth remain, the upside risks to inflation are also of significant concern to the Committee.']",['significant concern to'],"---concern---+++significant [ADJ, JJ (0.18333333333333335)]",-0.18333333333333335,['NaN'],['concern']
0,['The Committee will continue to monitor economic and financial developments and will act as needed to promote sustainable economic growth and price stability.\n\n'],['promote sustainable economic growth'],"---growth---+++sustainable [ADJ, JJ (0.15)]+++economic [ADJ, JJ (0.125)]+++promote [VERB, VB (0.11666666666666665)]",0.13055555555555556,['NaN'],"['able', 'sustainable', 'grow', 'growth']"
0,"['Voting against was Richard W. Fisher, who preferred an increase in the target for the federal funds rate at this meeting.\n\n']",['preferred an increase in the target for the federal funds rate'],"---increase---+++___target [NOUN, NN (-0.03)]___+++___rate [NOUN, NN (0.243)]___+++prefer [VERB, VBD (0.4375)]",0.21683333333333332,['past'],"['erred', 'increase']"
0,"['For release at 7:00 a.m. EDT                     \n                \n                \n\nShare\n\n[SECTION]\n\nJoint Statement by Central Banks\nThroughout the current financial crisis, central banks have engaged in continuous close consultation and have cooperated in unprecedented joint actions such as the provision of liquidity to reduce strains in financial markets.\n']",['current financial crisis'],"---crisis---+++current [ADJ, JJ (0.067)]+++financial [ADJ, JJ (0.125)]",-0.096,['NaN'],['crisis']
0,"['For release at 7:00 a.m. EDT                     \n                \n                \n\nShare\n\n[SECTION]\n\nJoint Statement by Central Banks\nThroughout the current financial crisis, central banks have engaged in continuous close consultation and have cooperated in unprecedented joint actions such as the provision of liquidity to reduce strains in financial markets.\n']",['reduce strains in financial markets'],"---strain---+++___reduce [VERB, VB (-0.06666666666666667)]______market [NOUN, NNS (0.055)]___financial [ADJ, JJ (0.125)]",0.22825,['NaN'],"['strain', 'strains']"
0,"['Inflationary pressures have started to moderate in a number of countries, partly reflecting a marked decline in energy and other commodity prices.\xa0']",['reflecting a marked decline in energy'],"---decline---+++marked [ADJ, JJ (0.25)]+++___energy [NOUN, NN (0.09999999999999999)]___+++reflect [VERB, VBG (0.1875)]",-0.17916666666666667,['present'],"['decline', 'decline']"
0,['The recent intensification of the financial crisis has augmented the downside risks to growth and thus has diminished further the upside risks to price stability.\xa0 \n'],['financial crisis'],"---crisis---+++financial [ADJ, JJ (0.125)]",-0.125,['NaN'],['crisis']
0,['The recent intensification of the financial crisis has augmented the downside risks to growth and thus has diminished further the upside risks to price stability.\xa0 \n'],['augmented the downside risks to growth'],"---risk---+++downside [ADJ, JJ (-0.225)]+++___augment [VERB, VBN (0.175)]______growth [NOUN, NN (0.2333333333333333)]___",-0.07124999999999997,['past'],"['risk', 'risks', 'down', 'grow', 'growth']"
0,['The recent intensification of the financial crisis has augmented the downside risks to growth and thus has diminished further the upside risks to price stability.\xa0 \n'],['diminished further the upside risks to price stability'],"---risk---+++upside [ADJ, JJ (0.15)]+++___diminish [VERB, VBN (-0.13333333333333333)]______stability [NOUN, NN (0.2333333333333333)]___",0.09277777777777778,['past'],"['diminish', 'diminished', 'risk', 'risks', 'stability', 'up']"
0,['Some easing of global monetary conditions is therefore warranted.\xa0'],['easing of global monetary conditions is therefore warranted'],"---easing---+++___condition [NOUN, NNS (0.3125)]___global [ADJ, JJ (-0.1875)]___monetary [ADJ, JJ (0.238)]+++warrant [VERB, VBN (0.25)]",-0.16217578124999998,['present'],['easing']
0,['The Committee took this action in light of evidence pointing to a weakening of economic activity and a reduction in inflationary pressures.\xa0 \n'],['weakening of economic activity'],"---weakening---+++___activity [NOUN, NN (0.09999999999999999)]___economic [ADJ, JJ (0.125)]",-0.2125,['NaN'],"['weak', 'weaken', 'weakening', 'weak', 'weaken', 'weakening']"
0,"['Inflation has been high, but the Committee believes that the decline in energy and other commodity prices and the weaker prospects for economic activity have reduced the upside risks to inflation.\xa0 \n']",['decline in energy and other commodity prices and the weaker prospects for economic activity have reduced the upside risks to inflation'],"---decline---+++___energy [NOUN, NN (0.09999999999999999)]___+++___reduce [VERB, VBN (-0.06666666666666667)]______risk [NOUN, NNS (-0.13333333333333333)]___upside [ADJ, JJ (0.15)]_____inflation [NOUN, NN (-0.19999999999999998)]___",0.1749777777777778,['present'],"['decline', 'weak', 'weaker', 'weak', 'risk', 'risks', 'decline', 'up']"
0,"['Inflation has been high, but the Committee believes that the decline in energy and other commodity prices and the weaker prospects for economic activity have reduced the upside risks to inflation.\xa0 \n']",['reduced the upside risks to inflation'],"---risk---+++upside [ADJ, JJ (0.15)]+++___reduce [VERB, VBN (-0.06666666666666667)]______inflation [NOUN, NN (-0.19999999999999998)]___",0.05166666666666665,['past'],"['risk', 'risks', 'up']"
0,['The Committee will monitor economic and financial developments carefully and will act as needed to promote sustainable economic growth and price stability.\xa0 \n'],['promote sustainable economic growth'],"---growth---+++sustainable [ADJ, JJ (0.15)]+++economic [ADJ, JJ (0.125)]+++promote [VERB, VB (0.11666666666666665)]",0.13055555555555556,['NaN'],"['able', 'sustainable', 'grow', 'growth']"
0,"['In a related action, the Board of Governors unanimously approved a 50-basis-point decrease in the discount rate to 1-3/4 percent.\xa0 ']","['In a related action, the Board of Governors unanimously approved a 50-basis-point decrease in the discount rate to']","---decrease---+++___rate [NOUN, NN (0.243)]___+++___approve [VERB, VBD (0.15)]______action [NOUN, NN (0.09999999999999999)]___related [ADJ, JJ (0)]",-0.239,['past'],"['late', 'decrease']"
0,"['[SECTION]\n\nThroughout the current financial crisis, central banks have engaged in continuous close consultation and have cooperated in unprecedented joint actions such as the provision of liquidity to reduce strains in financial markets.\n\n']",['current financial crisis'],"---crisis---+++current [ADJ, JJ (0.067)]+++financial [ADJ, JJ (0.125)]",-0.096,['NaN'],['crisis']
0,"['[SECTION]\n\nThroughout the current financial crisis, central banks have engaged in continuous close consultation and have cooperated in unprecedented joint actions such as the provision of liquidity to reduce strains in financial markets.\n\n']",['reduce strains in financial markets'],"---strain---+++___reduce [VERB, VB (-0.06666666666666667)]______market [NOUN, NNS (0.055)]___financial [ADJ, JJ (0.125)]",0.22825,['NaN'],"['strain', 'strains']"
0,"['[SECTION]\n\nInflationary pressures have started to moderate in a number of countries, partly reflecting a marked decline in energy and other commodity prices.\xa0']",['reflecting a marked decline in energy'],"---decline---+++marked [ADJ, JJ (0.25)]+++___energy [NOUN, NN (0.09999999999999999)]___+++reflect [VERB, VBG (0.1875)]",-0.17916666666666667,['present'],"['decline', 'decline']"
0,['The recent intensification of the financial crisis has augmented the downside risks to growth and thus has diminished further the upside risks to price stability.\n\n'],['financial crisis'],"---crisis---+++financial [ADJ, JJ (0.125)]",-0.125,['NaN'],['crisis']
0,['The recent intensification of the financial crisis has augmented the downside risks to growth and thus has diminished further the upside risks to price stability.\n\n'],['augmented the downside risks to growth'],"---risk---+++downside [ADJ, JJ (-0.225)]+++___augment [VERB, VBN (0.175)]______growth [NOUN, NN (0.2333333333333333)]___",-0.07124999999999997,['past'],"['risk', 'risks', 'down', 'grow', 'growth']"
0,['The recent intensification of the financial crisis has augmented the downside risks to growth and thus has diminished further the upside risks to price stability.\n\n'],['diminished further the upside risks to price stability'],"---risk---+++upside [ADJ, JJ (0.15)]+++___diminish [VERB, VBN (-0.13333333333333333)]______stability [NOUN, NN (0.2333333333333333)]___",0.09277777777777778,['past'],"['diminish', 'diminished', 'risk', 'risks', 'stability', 'up']"
0,['[SECTION]\n\nSome easing of global monetary conditions is therefore warranted.\xa0'],['easing of global monetary conditions is therefore warranted'],"---easing---+++___condition [NOUN, NNS (0.3125)]___global [ADJ, JJ (-0.1875)]___monetary [ADJ, JJ (0.238)]+++warrant [VERB, VBN (0.25)]",-0.16217578124999998,['present'],['easing']
0,['The Committee took this action in light of evidence pointing to a weakening of economic activity and a reduction in inflationary pressures.\n\n'],['weakening of economic activity'],"---weakening---+++___activity [NOUN, NN (0.09999999999999999)]___economic [ADJ, JJ (0.125)]",-0.2125,['NaN'],"['weak', 'weaken', 'weakening', 'weak', 'weaken', 'weakening']"
0,"['Inflation has been high, but the Committee believes that the decline in energy and other commodity prices and the weaker prospects for economic activity have reduced the upside risks to inflation.\n\n']",['decline in energy and other commodity prices and the weaker prospects for economic activity have reduced the upside risks to inflation'],"---decline---+++___energy [NOUN, NN (0.09999999999999999)]___+++___reduce [VERB, VBN (-0.06666666666666667)]______risk [NOUN, NNS (-0.13333333333333333)]___upside [ADJ, JJ (0.15)]_____inflation [NOUN, NN (-0.19999999999999998)]___",0.1749777777777778,['present'],"['decline', 'weak', 'weaker', 'weak', 'risk', 'risks', 'decline', 'up']"
0,"['Inflation has been high, but the Committee believes that the decline in energy and other commodity prices and the weaker prospects for economic activity have reduced the upside risks to inflation.\n\n']",['reduced the upside risks to inflation'],"---risk---+++upside [ADJ, JJ (0.15)]+++___reduce [VERB, VBN (-0.06666666666666667)]______inflation [NOUN, NN (-0.19999999999999998)]___",0.05166666666666665,['past'],"['risk', 'risks', 'up']"
0,['[SECTION]\n\nThe Committee will monitor economic and financial developments carefully and will act as needed to promote sustainable economic growth and price stability.\n\n'],['promote sustainable economic growth'],"---growth---+++sustainable [ADJ, JJ (0.15)]+++economic [ADJ, JJ (0.125)]+++promote [VERB, VB (0.11666666666666665)]",0.13055555555555556,['NaN'],"['able', 'sustainable', 'grow', 'growth']"
0,"['[SECTION]\n\nIn a related action, the Board of Governors unanimously approved a 50-basis-point decrease in the discount rate to 1-3/4 percent.\xa0 ']","['In a related action, the Board of Governors unanimously approved a 50-basis-point decrease in the discount rate to']","---decrease---+++___rate [NOUN, NN (0.243)]___+++___approve [VERB, VBD (0.15)]______action [NOUN, NN (0.09999999999999999)]___related [ADJ, JJ (0)]",-0.239,['past'],"['late', 'decrease']"
0,['[SECTION]\n\nStrains in financial markets have increased significantly and labor markets have weakened further.'],['Strains in financial markets have increased'],"---strain---+++___market [NOUN, NNS (0.055)]___financial [ADJ, JJ (0.125)]+++increase [VERB, VBN (0.325)]",-0.24906250000000002,['present'],"['strain', 'strains', 'increase', 'increased']"
0,"['Economic growth appears to have slowed recently, partly reflecting a softening of household spending.']",['Economic growth appears to have slowed'],"---growth---+++economic [ADJ, JJ (0.125)]+++slow [VERB, VBN (-0.09999999999999999)]+++appear [VERB, VBZ (0.05)]",0.025000000000000005,['present'],"['slow', 'slowed', 'low', 'grow', 'growth']"
